PatronID,DrinkName,ExecutionTime,ArrivalTime,StartTime,CompletionTime,WaitingTime,TurnaroundTime,ResponseTime,SwitchCount
0,White Wine,25,2,2,27,0,25,0,0
1,Cider,25,50,51,76,1,26,1,0
2,Cider,25,101,101,126,0,25,0,0
3,B52,200,151,151,351,0,200,0,0
1,Tequila shot,20,176,371,391,195,215,195,0
0,Bloody Mary,70,177,412,482,235,305,235,0
4,White Wine,25,201,502,528,301,327,301,0
2,Martini,60,226,548,608,322,382,322,0
5,Red Wine,25,251,628,654,377,403,377,0
6,Martini,60,301,674,734,373,433,373,0
7,Beer,25,351,754,780,403,429,403,0
3,Beer,25,361,800,825,439,464,439,0
1,Gin and Tonic,40,395,845,886,450,491,450,0
8,Mojito,75,401,906,981,505,580,505,0
9,Margarita,75,451,1001,1076,550,625,550,0
10,Beer,25,501,1097,1122,596,621,596,0
11,Gin and Tonic,40,551,1142,1182,591,631,591,0
12,Tequila shot,20,601,1202,1223,601,622,601,0
0,Pina Colada,100,633,1243,1343,610,710,610,0
13,B52,200,651,1363,1564,712,913,712,0
4,White Wine,25,678,1584,1609,906,931,906,0
14,Pina Colada,100,701,1630,1730,929,1029,929,0
2,Margarita,75,718,1750,1826,1032,1108,1032,0
15,Cider,25,751,1846,1871,1095,1120,1095,0
16,Martini,60,801,1892,1952,1091,1151,1091,0
5,Gin and Tonic,40,804,1972,2013,1168,1209,1168,0
6,Bloody Mary,70,845,2033,2103,1188,1258,1188,0
17,Pina Colada,100,851,2123,2223,1272,1372,1272,0
7,Draft Beer,50,880,2244,2294,1364,1414,1364,0
18,Gin and Tonic,40,901,2314,2354,1413,1453,1413,0
3,Bloody Mary,70,926,2375,2445,1449,1519,1449,0
19,Gin and Tonic,40,951,2465,2505,1514,1554,1514,0
1,White Wine,25,996,2526,2551,1530,1555,1530,0
20,White Wine,25,1001,2571,2597,1570,1596,1570,0
21,Beer,25,1051,2617,2642,1566,1591,1566,0
8,Beer,25,1091,2662,2688,1571,1597,1571,0
22,Mojito,75,1101,2708,2783,1607,1682,1607,0
23,Pina Colada,100,1151,2803,2903,1652,1752,1652,0
9,Pina Colada,100,1157,2924,3024,1767,1867,1767,0
24,Cosmopolitan,65,1201,3044,3110,1843,1909,1843,0
10,B52,200,1222,3130,3330,1908,2108,1908,0
12,Bloody Mary,70,1226,3351,3421,2125,2195,2125,0
25,Martini,60,1251,3441,3502,2190,2251,2190,0
11,Draft Beer,50,1293,3522,3572,2229,2279,2229,0
26,White Wine,25,1301,3592,3618,2291,2317,2291,0
27,Cosmopolitan,65,1351,3638,3703,2287,2352,2287,0
28,Draft Beer,50,1401,3724,3774,2323,2373,2323,0
29,White Wine,25,1451,3794,3820,2343,2369,2343,0
0,Draft Beer,50,1463,3840,3890,2377,2427,2377,0
13,Pina Colada,100,1574,3910,4011,2336,2437,2336,0
4,Pina Colada,100,1760,4031,4131,2271,2371,2271,0
14,White Wine,25,1850,4151,4177,2301,2327,2301,0
2,Martini,60,1906,4197,4257,2291,2351,2291,0
15,Vodka shot,20,1972,4277,4298,2305,2326,2305,0
16,White Wine,25,2063,4318,4343,2255,2280,2255,0
5,Bloody Mary,70,2123,4363,4434,2240,2311,2240,0
6,Pina Colada,100,2254,4454,4554,2200,2300,2200,0
17,Red Wine,25,2344,4575,4600,2231,2256,2231,0
7,Gin and Tonic,40,2394,4620,4660,2226,2266,2226,0
18,Cider,25,2465,4681,4706,2216,2241,2216,0
3,Draft Beer,50,2595,4726,4776,2131,2181,2131,0
19,B52,200,2616,4797,4997,2181,2381,2181,0
1,Beer,25,2701,5017,5042,2316,2341,2316,0
21,Vodka shot,20,2742,5062,5083,2320,2341,2320,0
20,B52,200,2747,5103,5303,2356,2556,2356,0
8,B52,200,2788,5323,5524,2535,2736,2535,0
22,Martini,60,2894,5544,5604,2650,2710,2650,0
23,Red Wine,25,3024,5625,5650,2601,2626,2601,0
9,Tequila shot,20,3144,5670,5690,2526,2546,2526,0
24,Cosmopolitan,65,3160,5710,5776,2550,2616,2550,0
10,Bloody Mary,70,3341,5796,5866,2455,2525,2455,0
12,Margarita,75,3571,5886,5962,2315,2391,2315,0
25,Pina Colada,100,3612,5982,6082,2370,2470,2370,0
11,Red Wine,25,3672,6102,6128,2430,2456,2430,0
27,Pina Colada,100,3754,6148,6248,2394,2494,2394,0
26,Martini,60,3768,6268,6329,2500,2561,2500,0
28,Margarita,75,3874,6349,6424,2475,2550,2475,0
29,Bloody Mary,70,3970,6444,6514,2474,2544,2474,0
0,White Wine,25,3991,6534,6560,2543,2569,2543,0
13,Cider,25,4131,6580,6605,2449,2474,2449,0
4,Tequila shot,20,4252,6625,6645,2373,2393,2373,0
15,Red Wine,25,4301,6666,6691,2365,2390,2365,0
14,Martini,60,4327,6711,6771,2384,2444,2384,0
2,Beer,25,4367,6792,6817,2425,2450,2425,0
16,Draft Beer,50,4494,6837,6887,2343,2393,2343,0
5,Cider,25,4584,6907,6933,2323,2349,2323,0
6,Cosmopolitan,65,4675,6953,7018,2278,2343,2278,0
17,Cosmopolitan,65,4750,7038,7104,2288,2354,2288,0
