PatronID,DrinkName,ExecutionTime,ArrivalTime,StartTime,CompletionTime,WaitingTime,TurnaroundTime,ResponseTime,SwitchCount
0,White Wine,25,1,1,26,0,25,0,0
1,Cider,25,50,50,75,0,25,0,0
2,Cider,25,100,100,125,0,25,0,0
3,B52,200,150,150,350,0,200,0,0
1,Tequila shot,20,176,353,373,177,197,177,0
0,Bloody Mary,70,176,375,445,199,269,199,0
4,White Wine,25,200,447,472,247,272,247,0
2,Martini,60,226,475,535,249,309,249,0
5,Red Wine,25,250,537,563,287,313,287,0
6,Martini,60,300,565,625,265,325,265,0
7,Beer,25,350,627,652,277,302,277,0
3,Beer,25,361,655,680,294,319,294,0
1,Gin and Tonic,40,376,682,722,306,346,306,0
8,Mojito,75,400,724,800,324,400,324,0
9,Margarita,75,450,802,877,352,427,352,0
10,Beer,25,500,879,905,379,405,379,0
11,Gin and Tonic,40,550,907,947,357,397,357,0
0,Tequila shot,20,595,949,970,354,375,354,0
12,Pina Colada,100,600,972,1072,372,472,372,0
4,B52,200,623,1074,1275,451,652,451,0
2,White Wine,25,645,1277,1302,632,657,632,0
13,Pina Colada,100,650,1304,1404,654,754,654,0
14,Margarita,75,700,1407,1482,707,782,707,0
5,Cider,25,713,1484,1509,771,796,771,0
6,Martini,60,735,1512,1572,777,837,777,0
15,Gin and Tonic,40,750,1574,1615,824,865,824,0
7,Bloody Mary,70,753,1617,1687,864,934,864,0
3,Pina Colada,100,780,1690,1790,910,1010,910,0
16,Draft Beer,50,800,1792,1842,992,1042,992,0
1,Gin and Tonic,40,833,1845,1885,1012,1052,1012,0
17,Bloody Mary,70,850,1887,1957,1037,1107,1037,0
18,Gin and Tonic,40,900,1959,2000,1059,1100,1059,0
8,White Wine,25,910,2002,2027,1092,1117,1092,0
19,White Wine,25,950,2029,2054,1079,1104,1079,0
9,Beer,25,957,2057,2082,1100,1125,1100,0
0,Beer,25,973,2084,2109,1111,1136,1111,0
20,Mojito,75,1000,2111,2187,1111,1187,1111,0
10,Pina Colada,100,1005,2189,2289,1184,1284,1184,0
21,Pina Colada,100,1050,2291,2392,1241,1342,1241,0
11,Cosmopolitan,65,1058,2394,2459,1336,1401,1336,0
22,B52,200,1100,2461,2662,1361,1562,1361,0
23,Bloody Mary,70,1150,2664,2734,1514,1584,1514,0
12,Martini,60,1193,2736,2796,1543,1603,1543,0
24,Draft Beer,50,1200,2798,2849,1598,1649,1598,0
25,White Wine,25,1250,2851,2876,1601,1626,1601,0
4,Cosmopolitan,65,1285,2878,2944,1593,1659,1593,0
26,Draft Beer,50,1300,2946,2996,1646,1696,1646,0
27,White Wine,25,1350,2998,3023,1648,1673,1648,0
28,Draft Beer,50,1400,3026,3076,1626,1676,1626,0
29,Pina Colada,100,1450,3078,3178,1628,1728,1628,0
2,Pina Colada,100,1452,3181,3281,1729,1829,1729,0
