PatronID,DrinkName,ExecutionTime,ArrivalTime,StartTime,CompletionTime,WaitingTime,TurnaroundTime,ResponseTime,SwitchCount
0,White Wine,25,0,1,26,1,26,1,0
1,Cider,25,50,50,75,0,25,0,0
2,Cider,25,100,100,125,0,25,0,0
3,B52,200,150,150,350,0,200,0,0
1,Tequila shot,20,175,356,376,181,201,181,0
0,Bloody Mary,70,176,381,451,205,275,205,0
4,White Wine,25,200,456,482,256,282,256,0
2,Martini,60,225,487,547,262,322,262,0
5,Red Wine,25,250,552,577,302,327,302,0
6,Martini,60,300,583,643,283,343,283,0
7,Beer,25,350,648,674,298,324,298,0
3,Beer,25,360,679,704,319,344,319,0
1,Gin and Tonic,40,379,709,750,330,371,330,0
8,Mojito,75,400,755,830,355,430,355,0
9,Margarita,75,450,835,911,385,461,385,0
10,Beer,25,500,916,941,416,441,416,0
11,Gin and Tonic,40,550,946,986,396,436,396,0
12,Tequila shot,20,600,991,1012,391,412,391,0
0,Pina Colada,100,601,1017,1117,416,516,416,0
4,B52,200,632,1122,1322,490,690,490,0
13,White Wine,25,650,1328,1353,678,703,678,0
2,Pina Colada,100,657,1358,1458,701,801,701,0
14,Margarita,75,700,1463,1539,763,839,763,0
5,Cider,25,728,1544,1569,816,841,816,0
15,Martini,60,750,1574,1635,824,885,824,0
6,Gin and Tonic,40,753,1640,1680,887,927,887,0
7,Bloody Mary,70,774,1685,1755,911,981,911,0
16,Pina Colada,100,800,1761,1861,961,1061,961,0
3,Draft Beer,50,804,1866,1917,1062,1113,1062,0
17,Gin and Tonic,40,850,1922,1962,1072,1112,1072,0
1,Bloody Mary,70,860,1967,2038,1107,1178,1107,0
18,Gin and Tonic,40,900,2043,2083,1143,1183,1143,0
8,White Wine,25,941,2089,2114,1148,1173,1148,0
19,White Wine,25,950,2119,2144,1169,1194,1169,0
9,Beer,25,991,2150,2175,1159,1184,1159,0
20,Beer,25,1000,2180,2205,1180,1205,1180,0
12,Mojito,75,1015,2211,2286,1196,1271,1196,0
10,Pina Colada,100,1041,2291,2392,1250,1351,1250,0
21,Pina Colada,100,1050,2397,2497,1347,1447,1347,0
11,Cosmopolitan,65,1097,2502,2568,1405,1471,1405,0
22,B52,200,1100,2573,2773,1473,1673,1473,0
23,Bloody Mary,70,1150,2779,2849,1629,1699,1629,0
24,Martini,60,1200,2854,2914,1654,1714,1654,0
0,Draft Beer,50,1237,2920,2970,1683,1733,1683,0
25,White Wine,25,1250,2975,3001,1725,1751,1725,0
26,Cosmopolitan,65,1300,3006,3071,1706,1771,1706,0
4,Draft Beer,50,1333,3076,3127,1743,1794,1743,0
27,White Wine,25,1350,3132,3157,1782,1807,1782,0
28,Draft Beer,50,1400,3162,3213,1762,1813,1762,0
29,Pina Colada,100,1450,3218,3318,1768,1868,1768,0
13,Pina Colada,100,1503,3324,3424,1821,1921,1821,0
2,White Wine,25,1579,3429,3454,1850,1875,1850,0
14,Martini,60,1619,3460,3520,1841,1901,1841,0
5,Vodka shot,20,1670,3525,3545,1855,1875,1855,0
15,White Wine,25,1745,3551,3576,1806,1831,1806,0
6,Bloody Mary,70,1790,3581,3651,1791,1861,1791,0
7,Pina Colada,100,1906,3657,3757,1751,1851,1751,0
16,Red Wine,25,1981,3762,3788,1781,1807,1781,0
3,Gin and Tonic,40,2017,3793,3833,1776,1816,1776,0
17,Cider,25,2072,3839,3864,1767,1792,1767,0
1,Draft Beer,50,2188,3869,3919,1681,1731,1681,0
18,B52,200,2194,3924,4125,1730,1931,1730,0
8,Beer,25,2264,4130,4155,1866,1891,1866,0
9,Vodka shot,20,2275,4161,4181,1886,1906,1886,0
19,B52,200,2295,4186,4387,1891,2092,1891,0
20,B52,200,2306,4392,4592,2086,2286,2086,0
12,Martini,60,2397,4597,4658,2200,2261,2200,0
10,Red Wine,25,2512,4663,4688,2151,2176,2151,0
21,Tequila shot,20,2618,4693,4714,2075,2096,2075,0
11,Cosmopolitan,65,2618,4719,4784,2101,2166,2101,0
22,Bloody Mary,70,2784,4789,4860,2005,2076,2005,0
23,Margarita,75,2999,4865,4940,1866,1941,1866,0
24,Pina Colada,100,3025,4946,5046,1921,2021,1921,0
0,Red Wine,25,3070,5051,5076,1981,2006,1981,0
26,Pina Colada,100,3121,5082,5182,1961,2061,1961,0
25,Martini,60,3151,5187,5248,2036,2097,2036,0
4,Margarita,75,3227,5253,5328,2026,2101,2026,0
27,Bloody Mary,70,3308,5334,5404,2026,2096,2026,0
28,White Wine,25,3313,5409,5434,2096,2121,2096,0
29,Cider,25,3439,5439,5465,2000,2026,2000,0
13,Tequila shot,20,3544,5470,5490,1926,1946,1926,0
5,Red Wine,25,3549,5495,5520,1946,1971,1946,0
2,Martini,60,3605,5526,5586,1921,1981,1921,0
14,Beer,25,3630,5591,5616,1961,1986,1961,0
15,Draft Beer,50,3726,5621,5671,1895,1945,1895,0
6,Cider,25,3802,5677,5702,1875,1900,1875,0
7,Cosmopolitan,65,3877,5707,5772,1830,1895,1830,0
16,Cosmopolitan,65,3938,5777,5843,1839,1905,1839,0
3,Martini,60,3944,5848,5908,1904,1964,1904,0
17,Red Wine,25,3964,5913,5938,1949,1974,1949,0
18,Mojito,75,4135,5944,6019,1809,1884,1809,0
9,Gin and Tonic,40,4184,6024,6064,1840,1880,1840,0
8,Cider,25,4256,6069,6094,1813,1838,1813,0
19,Tequila shot,20,4397,6099,6120,1702,1723,1702,0
20,B52,200,4603,6125,6325,1522,1722,1522,0
21,Cider,25,4717,6330,6355,1613,1638,1613,0
12,Cosmopolitan,65,4768,6361,6426,1593,1658,1593,0
11,Gin and Tonic,40,4835,6431,6471,1596,1636,1596,0
10,Margarita,75,4838,6477,6552,1639,1714,1639,0
22,Pina Colada,100,5010,6557,6658,1547,1648,1547,0
23,Tequila shot,20,5021,6663,6683,1642,1662,1642,0
24,Bloody Mary,70,5166,6689,6759,1523,1593,1523,0
26,Mojito,75,5302,6764,6839,1462,1537,1462,0
25,Red Wine,25,5358,6845,6870,1487,1512,1487,0
4,Martini,60,5409,6875,6935,1466,1526,1466,0
13,Vodka shot,20,5493,6940,6961,1447,1468,1447,0
27,Cosmopolitan,65,5554,6966,7031,1412,1477,1412,0
29,Margarita,75,5565,7036,7111,1471,1546,1471,0
28,Bloody Mary,70,5585,7117,7187,1532,1602,1532,0
5,Beer,25,5671,7192,7217,1521,1546,1521,0
14,Margarita,75,5717,7222,7298,1505,1581,1505,0
15,Red Wine,25,5772,7303,7328,1531,1556,1531,0
6,Mojito,75,5802,7334,7409,1532,1607,1532,0
7,Vodka shot,20,5822,7414,7434,1592,1612,1592,0
16,Gin and Tonic,40,5893,7439,7479,1546,1586,1546,0
17,Tequila shot,20,6089,7484,7504,1395,1415,1395,0
19,Vodka shot,20,6123,7510,7530,1387,1407,1387,0
18,Bloody Mary,70,6129,7535,7605,1406,1476,1406,0
9,Margarita,75,6174,7610,7685,1436,1511,1436,0
8,Cosmopolitan,65,6195,7691,7756,1496,1561,1496,0
20,Gin and Tonic,40,6335,7761,7801,1426,1466,1426,0
21,Cider,25,6456,7806,7831,1350,1375,1350,0
12,Martini,60,6476,7836,7897,1360,1421,1360,0
11,Pina Colada,100,6582,7902,8002,1320,1420,1320,0
10,Beer,25,6633,8007,8033,1374,1400,1374,0
23,Mojito,75,6687,8038,8113,1351,1426,1351,0
22,Draft Beer,50,6778,8118,8168,1340,1390,1340,0
24,Cider,25,6909,8174,8199,1265,1290,1265,0
26,Pina Colada,100,6950,8204,8304,1254,1354,1254,0
13,Draft Beer,50,6964,8309,8359,1345,1395,1345,0
25,Draft Beer,50,7020,8365,8415,1345,1395,1345,0
27,Beer,25,7081,8420,8445,1339,1364,1339,0
29,Pina Colada,100,7192,8451,8551,1259,1359,1259,0
28,Draft Beer,50,7337,8556,8606,1219,1269,1219,0
14,Mojito,75,7378,8611,8687,1233,1309,1233,0
15,Martini,60,7479,8692,8752,1213,1273,1213,0
17,Tequila shot,20,7508,8757,8777,1249,1269,1249,0
19,Beer,25,7533,8782,8808,1249,1275,1249,0
16,Beer,25,7590,8813,8838,1223,1248,1223,0
18,Pina Colada,100,7755,8843,8943,1088,1188,1088,0
20,Martini,60,7911,8948,9009,1037,1098,1037,0
21,Beer,25,7932,9014,9039,1082,1107,1082,0
23,Vodka shot,20,8223,9044,9064,821,841,821,0
22,Martini,60,8269,9069,9130,800,861,800,0
24,B52,200,8299,9135,9335,836,1036,836,0
26,Martini,60,8424,9340,9401,916,977,916,0
25,Cider,25,8515,9406,9431,891,916,891,0
27,Martini,60,8546,9436,9496,890,950,890,0
29,Draft Beer,50,8671,9502,9552,831,881,831,0
28,Margarita,75,8707,9557,9632,850,925,850,0
