PatronID,DrinkName,ExecutionTime,ArrivalTime,StartTime,CompletionTime,WaitingTime,TurnaroundTime,ResponseTime,SwitchCount
0,White Wine,25,1,1,26,0,25,0,0
1,Cider,25,50,50,76,0,26,0,0
2,Cider,25,100,100,126,0,26,0,0
3,B52,200,150,150,351,0,201,0,0
1,Tequila shot,20,176,371,391,195,215,195,0
0,Bloody Mary,70,177,411,482,234,305,234,0
4,White Wine,25,200,502,527,302,327,302,0
2,Martini,60,226,547,608,321,382,321,0
5,Red Wine,25,250,628,653,378,403,378,0
6,Martini,60,300,673,734,373,434,373,0
7,Beer,25,350,754,779,404,429,404,0
3,Beer,25,361,800,825,439,464,439,0
1,Gin and Tonic,40,395,845,885,450,490,450,0
8,Mojito,75,400,905,981,505,581,505,0
9,Margarita,75,451,1001,1076,550,625,550,0
10,Beer,25,500,1096,1122,596,622,596,0
11,Gin and Tonic,40,550,1142,1182,592,632,592,0
12,Tequila shot,20,600,1203,1223,603,623,603,0
0,Pina Colada,100,632,1243,1343,611,711,611,0
13,B52,200,650,1364,1564,714,914,714,0
4,White Wine,25,677,1584,1610,907,933,907,0
14,Pina Colada,100,700,1630,1730,930,1030,930,0
2,Margarita,75,718,1751,1826,1033,1108,1033,0
15,Cider,25,750,1846,1872,1096,1122,1096,0
16,Martini,60,800,1892,1952,1092,1152,1092,0
5,Gin and Tonic,40,804,1972,2012,1168,1208,1168,0
6,Bloody Mary,70,844,2033,2103,1189,1259,1189,0
17,Pina Colada,100,850,2123,2224,1273,1374,1273,0
7,Draft Beer,50,880,2244,2294,1364,1414,1364,0
18,Gin and Tonic,40,900,2315,2355,1415,1455,1415,0
3,Bloody Mary,70,925,2375,2445,1450,1520,1450,0
19,Gin and Tonic,40,950,2466,2506,1516,1556,1516,0
1,White Wine,25,995,2526,2551,1531,1556,1531,0
20,White Wine,25,1000,2572,2597,1572,1597,1572,0
21,Beer,25,1050,2617,2642,1567,1592,1567,0
8,Beer,25,1091,2663,2688,1572,1597,1572,0
22,Mojito,75,1101,2708,2784,1607,1683,1607,0
23,Pina Colada,100,1150,2804,2904,1654,1754,1654,0
9,Pina Colada,100,1157,2924,3025,1767,1868,1767,0
24,Cosmopolitan,65,1200,3045,3110,1845,1910,1845,0
10,B52,200,1222,3130,3331,1908,2109,1908,0
12,Bloody Mary,70,1226,3351,3421,2125,2195,2125,0
25,Martini,60,1250,3442,3502,2192,2252,2192,0
11,Draft Beer,50,1292,3522,3573,2230,2281,2230,0
26,White Wine,25,1301,3593,3618,2292,2317,2292,0
27,Cosmopolitan,65,1350,3638,3704,2288,2354,2288,0
28,Draft Beer,50,1401,3724,3774,2323,2373,2323,0
29,White Wine,25,1451,3794,3820,2343,2369,2343,0
0,Draft Beer,50,1464,3840,3890,2376,2426,2376,0
13,Pina Colada,100,1574,3910,4010,2336,2436,2336,0
4,Pina Colada,100,1760,4031,4131,2271,2371,2271,0
14,White Wine,25,1851,4151,4177,2300,2326,2300,0
2,Martini,60,1906,4197,4257,2291,2351,2291,0
15,Vodka shot,20,1972,4277,4298,2305,2326,2305,0
16,White Wine,25,2062,4318,4343,2256,2281,2256,0
5,Bloody Mary,70,2123,4363,4434,2240,2311,2240,0
6,Pina Colada,100,2253,4454,4554,2201,2301,2201,0
17,Red Wine,25,2344,4575,4600,2231,2256,2231,0
7,Gin and Tonic,40,2395,4620,4660,2225,2265,2225,0
18,Cider,25,2465,4681,4706,2216,2241,2216,0
3,Draft Beer,50,2596,4726,4776,2130,2180,2130,0
19,B52,200,2616,4797,4997,2181,2381,2181,0
1,Beer,25,2702,5017,5042,2315,2340,2315,0
21,Vodka shot,20,2743,5062,5083,2319,2340,2319,0
20,B52,200,2747,5103,5303,2356,2556,2356,0
8,B52,200,2788,5324,5524,2536,2736,2536,0
22,Martini,60,2894,5544,5604,2650,2710,2650,0
23,Red Wine,25,3025,5625,5650,2600,2625,2600,0
9,Tequila shot,20,3145,5670,5690,2525,2545,2525,0
24,Cosmopolitan,65,3161,5711,5776,2550,2615,2550,0
10,Bloody Mary,70,3341,5796,5866,2455,2525,2455,0
12,Margarita,75,3572,5887,5962,2315,2390,2315,0
25,Pina Colada,100,3612,5982,6082,2370,2470,2370,0
11,Red Wine,25,3673,6103,6128,2430,2455,2430,0
27,Pina Colada,100,3754,6148,6248,2394,2494,2394,0
26,Martini,60,3768,6268,6329,2500,2561,2500,0
28,Margarita,75,3875,6349,6424,2474,2549,2474,0
29,Bloody Mary,70,3970,6444,6515,2474,2545,2474,0
0,White Wine,25,3990,6535,6560,2545,2570,2545,0
13,Cider,25,4131,6580,6606,2449,2475,2449,0
4,Tequila shot,20,4251,6626,6646,2375,2395,2375,0
15,Red Wine,25,4301,6666,6692,2365,2391,2365,0
14,Martini,60,4327,6712,6772,2385,2445,2385,0
2,Beer,25,4367,6792,6818,2425,2451,2425,0
16,Draft Beer,50,4494,6838,6888,2344,2394,2344,0
5,Cider,25,4584,6908,6934,2324,2350,2324,0
6,Cosmopolitan,65,4675,6954,7019,2279,2344,2279,0
17,Cosmopolitan,65,4750,7040,7105,2290,2355,2290,0
7,Martini,60,4771,7125,7185,2354,2414,2354,0
18,Red Wine,25,4806,7205,7231,2399,2425,2399,0
3,Mojito,75,4877,7251,7326,2374,2449,2374,0
19,Gin and Tonic,40,5007,7347,7387,2340,2380,2340,0
21,Cider,25,5086,7407,7432,2321,2346,2321,0
20,Tequila shot,20,5314,7452,7473,2138,2159,2138,0
8,B52,200,5534,7493,7693,1959,2159,1959,0
